StudyID,Species,Taxon.group,Endo.Ecto,Lat.Decimal.Degrees,Trait.Name,Fitness.Measure.Defined,N,linear.coefs,linear.coefs.se,grad.diff,elevation,abs.Lat
7,Eurosta solidaginins,I,Ecto,40.9722,gall diameter,survival,166,0.15,NA,dif,152,40.9722
7,Eurosta solidaginins,I,Ecto,40.9722,gall diameter,survival,184,0.36,NA,dif,152,40.9722
7,Eurosta solidaginins,I,Ecto,40.9722,gall diameter,survival,90,0.37,NA,dif,152,40.9722
7,Eurosta solidaginins,I,Ecto,40.9758,gall diameter,survival,52,0.57,NA,dif,150,40.9758
7,Eurosta solidaginins,I,Ecto,40.9758,gall diameter,survival,62,0.19,NA,dif,150,40.9758
7,Eurosta solidaginins,I,Ecto,40.9758,gall diameter,survival,178,0.67,NA,dif,150,40.9758
7,Eurosta solidaginins,I,Ecto,40.9758,gall diameter,survival,214,0.22,NA,dif,150,40.9758
7,Eurosta solidaginins,I,Ecto,40.9806,gall diameter,survival,162,0.02,NA,dif,148,40.9806
7,Eurosta solidaginins,I,Ecto,40.9806,gall diameter,survival,141,-0.26,NA,dif,148,40.9806
7,Eurosta solidaginins,I,Ecto,40.9806,gall diameter,survival,146,-0.09,NA,dif,148,40.9806
7,Eurosta solidaginins,I,Ecto,40.9806,gall diameter,survival,106,0.11,NA,dif,148,40.9806
7,Eurosta solidaginins,I,Ecto,40.9811,gall diameter,survival,168,0.31,NA,dif,149,40.9811
7,Eurosta solidaginins,I,Ecto,40.9811,gall diameter,survival,198,-0.04,NA,dif,149,40.9811
7,Eurosta solidaginins,I,Ecto,40.9811,gall diameter,survival,288,0.46,NA,dif,149,40.9811
7,Eurosta solidaginins,I,Ecto,40.9811,gall diameter,survival,366,0.36,NA,dif,149,40.9811
7,Eurosta solidaginins,I,Ecto,40.9867,gall diameter,survival,88,0.3,NA,dif,149,40.9867
7,Eurosta solidaginins,I,Ecto,40.9867,gall diameter,survival,110,0.15,NA,dif,149,40.9867
7,Eurosta solidaginins,I,Ecto,40.9867,gall diameter,survival,128,0.19,NA,dif,149,40.9867
7,Eurosta solidaginins,I,Ecto,40.9867,gall diameter,survival,110,0.36,NA,dif,149,40.9867
7,Eurosta solidaginins,I,Ecto,40.9947,gall diameter,survival,176,0.03,NA,dif,143,40.9947
7,Eurosta solidaginins,I,Ecto,40.9947,gall diameter,survival,274,0.05,NA,dif,143,40.9947
7,Eurosta solidaginins,I,Ecto,40.9947,gall diameter,survival,280,0.78,NA,dif,143,40.9947
7,Eurosta solidaginins,I,Ecto,40.9947,gall diameter,survival,318,0.44,NA,dif,143,40.9947
7,Eurosta solidaginins,I,Ecto,41.02,gall diameter,survival,235,0.04,NA,dif,150,41.02
7,Eurosta solidaginins,I,Ecto,41.02,gall diameter,survival,156,0.06,NA,dif,150,41.02
7,Eurosta solidaginins,I,Ecto,41.02,gall diameter,survival,149,0.55,NA,dif,150,41.02
7,Eurosta solidaginins,I,Ecto,41.02,gall diameter,survival,262,0.07,NA,dif,150,41.02
7,Eurosta solidaginins,I,Ecto,41.1,gall diameter,survival,272,0.4,NA,dif,172,41.1
7,Eurosta solidaginins,I,Ecto,41.1,gall diameter,survival,262,0.09,NA,dif,172,41.1
7,Eurosta solidaginins,I,Ecto,41.1,gall diameter,survival,240,0.43,NA,dif,172,41.1
7,Eurosta solidaginins,I,Ecto,41.1,gall diameter,survival,228,0.36,NA,dif,172,41.1
7,Eurosta solidaginins,I,Ecto,41.1042,gall diameter,survival,202,0,NA,dif,181,41.1042
7,Eurosta solidaginins,I,Ecto,41.1042,gall diameter,survival,217,0.02,NA,dif,181,41.1042
7,Eurosta solidaginins,I,Ecto,41.1042,gall diameter,survival,186,0.32,NA,dif,181,41.1042
7,Eurosta solidaginins,I,Ecto,41.1042,gall diameter,survival,192,0.34,NA,dif,181,41.1042
7,Eurosta solidaginins,I,Ecto,41.1106,gall diameter,survival,233,0.47,NA,dif,201,41.1106
7,Eurosta solidaginins,I,Ecto,41.1106,gall diameter,survival,169,0.16,NA,dif,201,41.1106
7,Eurosta solidaginins,I,Ecto,41.1106,gall diameter,survival,196,0.39,NA,dif,201,41.1106
7,Eurosta solidaginins,I,Ecto,41.1106,gall diameter,survival,61,1.19,NA,dif,201,41.1106
7,Eurosta solidaginins,I,Ecto,41.1703,gall diameter,survival,617,0.27,NA,dif,213,41.1703
7,Eurosta solidaginins,I,Ecto,41.1703,gall diameter,survival,657,0.24,NA,dif,213,41.1703
7,Eurosta solidaginins,I,Ecto,41.1703,gall diameter,survival,438,0.19,NA,dif,213,41.1703
7,Eurosta solidaginins,I,Ecto,41.1703,gall diameter,survival,54,0.29,NA,dif,213,41.1703
22,Carpodacus mexicanus,V,Endo,32.2322,bill length,survival,1024,0.45,NA,dif,742,32.2322
22,Carpodacus mexicanus,V,Endo,32.2322,bill width,survival,1024,0.13,NA,dif,742,32.2322
22,Carpodacus mexicanus,V,Endo,32.2322,bill depth,survival,1024,0.46,NA,dif,742,32.2322
22,Carpodacus mexicanus,V,Endo,32.2606,bill length,survival,221,-0.31,NA,dif,1079,32.2606
22,Carpodacus mexicanus,V,Endo,32.2606,bill width,survival,221,0.32,NA,dif,1079,32.2606
22,Carpodacus mexicanus,V,Endo,32.2606,bill depth,survival,221,0.19,NA,dif,1079,32.2606
23,Carpodacus mexicanus,V,Endo,32.6042,bill length,overwinter survival,172,-0.01,NA,dif,201,32.6042
23,Carpodacus mexicanus,V,Endo,32.6042,wing length,overwinter survival,172,-0.12,NA,dif,201,32.6042
23,Carpodacus mexicanus,V,Endo,32.6042,tail length,overwinter survival,172,0.06,NA,dif,201,32.6042
23,Carpodacus mexicanus,V,Endo,32.6042,tarsus length,overwinter survival,172,0.03,NA,dif,201,32.6042
23,Carpodacus mexicanus,V,Endo,32.6042,bill length,overwinter survival,91,-0.34,NA,dif,201,32.6042
23,Carpodacus mexicanus,V,Endo,32.6042,wing length,overwinter survival,91,-0.15,NA,dif,201,32.6042
23,Carpodacus mexicanus,V,Endo,32.6042,tail length,overwinter survival,91,-0.27,NA,dif,201,32.6042
23,Carpodacus mexicanus,V,Endo,32.6042,tarsus length,overwinter survival,91,-0.47,NA,dif,201,32.6042
23,Carpodacus mexicanus,V,Endo,42.2791,bill length,overwinter survival,347,0.03,NA,dif,268,42.2791
23,Carpodacus mexicanus,V,Endo,42.2791,wing length,overwinter survival,347,-0.08,NA,dif,268,42.2791
23,Carpodacus mexicanus,V,Endo,42.2791,tail length,overwinter survival,347,0,NA,dif,268,42.2791
23,Carpodacus mexicanus,V,Endo,42.2791,tarsus length,overwinter survival,347,-0.21,NA,dif,268,42.2791
23,Carpodacus mexicanus,V,Endo,42.2791,bill length,overwinter survival,188,-0.06,NA,dif,268,42.2791
23,Carpodacus mexicanus,V,Endo,42.2791,wing length,overwinter survival,188,-0.03,NA,dif,268,42.2791
23,Carpodacus mexicanus,V,Endo,42.2791,tail length,overwinter survival,188,-0.11,NA,dif,268,42.2791
23,Carpodacus mexicanus,V,Endo,42.2791,tarsus length,overwinter survival,188,-0.12,NA,dif,268,42.2791
23,Carpodacus mexicanus,V,Endo,48.8573,bill length,overwinter survival,171,-0.09,NA,dif,1834,48.8573
23,Carpodacus mexicanus,V,Endo,48.8573,wing length,overwinter survival,171,-0.04,NA,dif,1834,48.8573
23,Carpodacus mexicanus,V,Endo,48.8573,tail length,overwinter survival,171,0.03,NA,dif,1834,48.8573
23,Carpodacus mexicanus,V,Endo,48.8573,tarsus length,overwinter survival,171,0,NA,dif,1834,48.8573
23,Carpodacus mexicanus,V,Endo,48.8573,bill length,overwinter survival,120,-0.02,NA,dif,1834,48.8573
23,Carpodacus mexicanus,V,Endo,48.8573,wing length,overwinter survival,120,0.46,NA,dif,1834,48.8573
23,Carpodacus mexicanus,V,Endo,48.8573,tail length,overwinter survival,120,0.07,NA,dif,1834,48.8573
23,Carpodacus mexicanus,V,Endo,48.8573,tarsus length,overwinter survival,120,0.19,NA,dif,1834,48.8573
163,Ficedula albicolis,V,Endo,57.1667,condition index,Survival to adulthood,791,0.231,0.096,dif,26,57.1667
163,Ficedula albicolis,V,Endo,57.1667,condition index,Survival to adulthood,1115,0.184,0.072,dif,26,57.1667
163,Ficedula albicolis,V,Endo,57.1667,condition index,Survival to adulthood,1266,0.284,0.079,dif,26,57.1667
163,Ficedula albicolis,V,Endo,57.1667,condition index,Survival to adulthood,1183,0.23,0.069,dif,26,57.1667
163,Ficedula albicolis,V,Endo,57.1667,condition index,Survival to adulthood,1282,-0.051,0.087,dif,26,57.1667
163,Ficedula albicolis,V,Endo,57.1667,condition index,Survival to adulthood,1222,0.231,0.068,dif,26,57.1667
163,Ficedula albicolis,V,Endo,57.1667,condition index,Survival to adulthood,1307,0.014,0.102,dif,26,57.1667
163,Ficedula albicolis,V,Endo,57.1667,condition index,Survival to adulthood,499,0.334,0.248,dif,26,57.1667
163,Ficedula albicolis,V,Endo,57.1667,condition index,Survival to adulthood,973,0.226,0.116,dif,26,57.1667
163,Ficedula albicolis,V,Endo,57.1667,condition index,Survival to adulthood,425,0.168,0.119,dif,26,57.1667
163,Ficedula albicolis,V,Endo,57.1667,condition index,Survival to adulthood,889,0.087,0.079,dif,26,57.1667
163,Ficedula albicolis,V,Endo,57.1667,condition index,Survival to adulthood,1793,0.367,0.063,dif,26,57.1667
163,Ficedula albicolis,V,Endo,57.1667,condition index,Survival to adulthood,1275,0.143,0.066,dif,26,57.1667
163,Ficedula albicolis,V,Endo,57.1667,condition index,Survival to adulthood,897,0.469,0.155,dif,26,57.1667
163,Ficedula albicolis,V,Endo,57.1667,condition index,Survival to adulthood,1067,0.658,0.125,dif,26,57.1667
163,Ficedula albicolis,V,Endo,57.1667,condition index,Survival to adulthood,1189,0.315,0.07,dif,26,57.1667
163,Ficedula albicolis,V,Endo,57.1667,condition index,Survival to adulthood,1529,0.324,0.092,dif,26,57.1667
64,Ficedula albicollis,V,Endo,57.1667,fledgling tarsus length - phenotypic values,survival,793,0.188,0.097,dif,26,57.1667
64,Ficedula albicollis,V,Endo,57.1667,fledgling tarsus length - phenotypic values,survival,1119,0.073,0.072,dif,26,57.1667
64,Ficedula albicollis,V,Endo,57.1667,fledgling tarsus length - phenotypic values,survival,1267,0.237,0.079,dif,26,57.1667
64,Ficedula albicollis,V,Endo,57.1667,fledgling tarsus length - phenotypic values,survival,1183,0.006,0.069,dif,26,57.1667
64,Ficedula albicollis,V,Endo,57.1667,fledgling tarsus length - phenotypic values,survival,1299,0.32,0.087,dif,26,57.1667
64,Ficedula albicollis,V,Endo,57.1667,fledgling tarsus length - phenotypic values,survival,1225,0.179,0.068,dif,26,57.1667
64,Ficedula albicollis,V,Endo,57.1667,fledgling tarsus length - phenotypic values,survival,1307,0.006,0.103,dif,26,57.1667
64,Ficedula albicollis,V,Endo,57.1667,fledgling tarsus length - phenotypic values,survival,500,0.368,0.183,dif,26,57.1667
64,Ficedula albicollis,V,Endo,57.1667,fledgling tarsus length - phenotypic values,survival,975,0.321,0.115,dif,26,57.1667
64,Ficedula albicollis,V,Endo,57.1667,fledgling tarsus length - phenotypic values,survival,425,0.271,0.109,dif,26,57.1667
64,Ficedula albicollis,V,Endo,57.1667,fledgling tarsus length - phenotypic values,survival,895,0.359,0.077,dif,26,57.1667
64,Ficedula albicollis,V,Endo,57.1667,fledgling tarsus length - phenotypic values,survival,1794,0.097,0.064,dif,26,57.1667
64,Ficedula albicollis,V,Endo,57.1667,fledgling tarsus length - phenotypic values,survival,1276,0.086,0.066,dif,26,57.1667
64,Ficedula albicollis,V,Endo,57.1667,fledgling tarsus length - phenotypic values,survival,899,0.205,0.115,dif,26,57.1667
64,Ficedula albicollis,V,Endo,57.1667,fledgling tarsus length - phenotypic values,survival,1073,0.182,0.11,dif,26,57.1667
64,Ficedula albicollis,V,Endo,57.1667,fledgling tarsus length - phenotypic values,survival,1194,0.224,0.07,dif,26,57.1667
64,Ficedula albicollis,V,Endo,57.1667,fledgling tarsus length - phenotypic values,survival,1530,0.421,0.092,dif,26,57.1667
67,Ovis aries,V,Endo,57.814,hindlimb length - adult females,survival,82,NA,NA,dif,121,57.814
67,Ovis aries,V,Endo,57.814,hindlimb length - adult males,survival,10,NA,NA,dif,121,57.814
158,Parus major,V,Endo,51.641,tarsus length,survival to the next breeding season,NA,NA,NA,dif,10,51.641
158,Parus major,V,Endo,51.641,tarsus length,survival to the next breeding season,NA,NA,NA,dif,10,51.641
158,Parus major,V,Endo,51.641,tarsus length,survival to the next breeding season,NA,NA,NA,dif,10,51.641
158,Parus major,V,Endo,51.641,tarsus length,survival to the next breeding season,NA,NA,NA,dif,10,51.641
158,Parus major,V,Endo,51.641,tarsus length,survival to the next breeding season,NA,NA,NA,dif,10,51.641
158,Parus major,V,Endo,52.0833,tarsus length,survival to the next breeding season,NA,NA,NA,dif,39,52.0833
158,Parus major,V,Endo,52.0833,tarsus length,survival to the next breeding season,NA,NA,NA,dif,39,52.0833
66,Tamiasciurus hudsonicus,V,Endo,61,growth rate,survival,31,NA,NA,dif,1376,61
66,Tamiasciurus hudsonicus,V,Endo,61,growth rate,survival,33,NA,NA,dif,1376,61
66,Tamiasciurus hudsonicus,V,Endo,61,growth rate,survival,98,NA,NA,dif,1376,61
66,Tamiasciurus hudsonicus,V,Endo,61,growth rate,survival,120,NA,NA,dif,1376,61
66,Tamiasciurus hudsonicus,V,Endo,61,growth rate,survival,131,NA,NA,dif,1376,61
66,Tamiasciurus hudsonicus,V,Endo,61,growth rate,survival,186,NA,NA,dif,1376,61
66,Tamiasciurus hudsonicus,V,Endo,61,growth rate,survival,150,NA,NA,dif,1376,61
66,Tamiasciurus hudsonicus,V,Endo,61,growth rate,survival,69,NA,NA,dif,1376,61
66,Tamiasciurus hudsonicus,V,Endo,61,growth rate,survival,153,NA,NA,dif,1376,61
66,Tamiasciurus hudsonicus,V,Endo,61,growth rate,survival,88,NA,NA,dif,1376,61
66,Tamiasciurus hudsonicus,V,Endo,61,growth rate,survival,304,NA,NA,dif,1376,61
66,Tamiasciurus hudsonicus,V,Endo,61,growth rate,survival,89,NA,NA,dif,1376,61
66,Tamiasciurus hudsonicus,V,Endo,61,growth rate,survival,171,NA,NA,dif,1376,61
112,Zosterops lateralis chlorocephalus,V,Endo,-23.4333,pc1,survival,NA,-0.13,0.16,grad,-17,23.4333
112,Zosterops lateralis chlorocephalus,V,Endo,-23.4333,pc1,survival,NA,-0.04,0.08,grad,-17,23.4333
112,Zosterops lateralis chlorocephalus,V,Endo,-23.4333,pc1,survival,NA,-0.02,0.06,grad,-17,23.4333
112,Zosterops lateralis chlorocephalus,V,Endo,-23.4333,pc1,survival,NA,0.01,0.06,grad,-17,23.4333
112,Zosterops lateralis chlorocephalus,V,Endo,-23.4333,pc1,survival,NA,0.07,0.07,grad,-17,23.4333
112,Zosterops lateralis chlorocephalus,V,Endo,-23.4333,pc1,survival,NA,0.09,0.06,grad,-17,23.4333
112,Zosterops lateralis chlorocephalus,V,Endo,-23.4333,pc1,survival,NA,0.09,0.05,grad,-17,23.4333
